scan_idx,timestamp_unix_s,num_points
1058,1773245000.356488,259
1059,1773245000.435725,254
1060,1773245000.515794,256
1061,1773245000.597375,257
1062,1773245000.676766,260
1063,1773245000.756752,257
1064,1773245000.837660,257
1065,1773245000.917708,257
1066,1773245000.998450,256
1067,1773245001.078435,259
1068,1773245001.158779,258
1069,1773245001.239554,260
1070,1773245001.319904,258
1071,1773245001.399721,260
1072,1773245001.479845,258
1073,1773245001.559654,259
1074,1773245001.640505,257
1075,1773245001.720906,260
1076,1773245001.801166,257
1077,1773245001.881526,258
1078,1773245001.963388,255
1079,1773245002.042469,258
1080,1773245002.123912,254
1081,1773245002.203989,254
1082,1773245002.283366,250
1083,1773245002.363535,253
1084,1773245002.442998,250
1085,1773245002.524161,253
1086,1773245002.603782,253
1087,1773245002.683176,252
1088,1773245002.763620,254
1089,1773245002.843623,252
1090,1773245002.924844,248
1091,1773245003.005053,251
1092,1773245003.084774,252
1093,1773245003.165404,252
1094,1773245003.244582,250
1095,1773245003.325365,251
1096,1773245003.406281,252
1097,1773245003.485347,252
1098,1773245003.566845,249
1099,1773245003.645521,253
1100,1773245003.725890,251
1101,1773245003.805025,250
1102,1773245003.886175,247
1103,1773245003.965387,248
1104,1773245004.044785,248
1105,1773245004.124918,248
1106,1773245004.204230,250
1107,1773245004.283965,247
1108,1773245004.364811,245
1109,1773245004.443689,249
1110,1773245004.523825,252
1111,1773245004.603194,247
1112,1773245004.682890,245
1113,1773245004.761957,242
1114,1773245004.843363,247
1115,1773245004.923862,250
1116,1773245005.002666,251
1117,1773245005.082523,252
1118,1773245005.161684,254
1119,1773245005.242674,256
1120,1773245005.322649,255
1121,1773245005.402216,250
1122,1773245005.481687,248
1123,1773245005.561784,253
1124,1773245005.641809,248
1125,1773245005.720384,249
1126,1773245005.800493,248
1127,1773245005.880053,245
1128,1773245005.960791,242
1129,1773245006.040995,246
1130,1773245006.120747,249
1131,1773245006.199789,246
1132,1773245006.279884,247
1133,1773245006.360525,251
1134,1773245006.440392,251
1135,1773245006.520334,248
1136,1773245006.600173,247
1137,1773245006.679881,247
1138,1773245006.760760,243
1139,1773245006.840218,247
1140,1773245006.920958,248
1141,1773245007.000155,244
1142,1773245007.081156,241
1143,1773245007.160272,247
