frame_idx,timestamp_unix_s,timestamp_iso_utc,realsense_frame_number,realsense_timestamp_ms,filename
125,1773244919.894509,2026-03-11T16:01:59.894509+00:00,470,1773244919827.574,rgb/frame_000125.jpg
126,1773244919.921847,2026-03-11T16:01:59.921847+00:00,471,1773244919860.947,rgb/frame_000126.jpg
127,1773244919.954038,2026-03-11T16:01:59.954038+00:00,472,1773244919894.318,rgb/frame_000127.jpg
128,1773244919.994595,2026-03-11T16:01:59.994595+00:00,473,1773244919927.690,rgb/frame_000128.jpg
129,1773244920.022310,2026-03-11T16:02:00.022310+00:00,474,1773244919961.062,rgb/frame_000129.jpg
130,1773244920.060603,2026-03-11T16:02:00.060603+00:00,475,1773244919994.435,rgb/frame_000130.jpg
131,1773244920.088360,2026-03-11T16:02:00.088360+00:00,476,1773244920027.806,rgb/frame_000131.jpg
132,1773244920.127759,2026-03-11T16:02:00.127759+00:00,477,1773244920061.178,rgb/frame_000132.jpg
133,1773244920.155296,2026-03-11T16:02:00.155296+00:00,478,1773244920094.551,rgb/frame_000133.jpg
134,1773244920.188505,2026-03-11T16:02:00.188505+00:00,479,1773244920127.923,rgb/frame_000134.jpg
135,1773244920.228572,2026-03-11T16:02:00.228572+00:00,480,1773244920161.294,rgb/frame_000135.jpg
136,1773244920.255267,2026-03-11T16:02:00.255267+00:00,481,1773244920194.667,rgb/frame_000136.jpg
137,1773244920.294266,2026-03-11T16:02:00.294266+00:00,482,1773244920228.040,rgb/frame_000137.jpg
138,1773244920.322289,2026-03-11T16:02:00.322289+00:00,483,1773244920261.410,rgb/frame_000138.jpg
139,1773244920.354592,2026-03-11T16:02:00.354592+00:00,484,1773244920294.781,rgb/frame_000139.jpg
140,1773244920.395670,2026-03-11T16:02:00.395670+00:00,485,1773244920328.152,rgb/frame_000140.jpg
141,1773244920.422760,2026-03-11T16:02:00.422760+00:00,486,1773244920361.522,rgb/frame_000141.jpg
142,1773244920.460959,2026-03-11T16:02:00.460959+00:00,487,1773244920394.893,rgb/frame_000142.jpg
143,1773244920.488239,2026-03-11T16:02:00.488239+00:00,488,1773244920428.265,rgb/frame_000143.jpg
144,1773244920.528698,2026-03-11T16:02:00.528698+00:00,489,1773244920461.636,rgb/frame_000144.jpg
145,1773244920.555249,2026-03-11T16:02:00.555249+00:00,490,1773244920495.006,rgb/frame_000145.jpg
146,1773244920.589147,2026-03-11T16:02:00.589147+00:00,491,1773244920528.377,rgb/frame_000146.jpg
147,1773244920.629022,2026-03-11T16:02:00.629022+00:00,492,1773244920561.748,rgb/frame_000147.jpg
148,1773244920.655757,2026-03-11T16:02:00.655757+00:00,493,1773244920595.118,rgb/frame_000148.jpg
149,1773244920.695221,2026-03-11T16:02:00.695221+00:00,494,1773244920628.489,rgb/frame_000149.jpg
150,1773244920.721987,2026-03-11T16:02:00.721987+00:00,495,1773244920661.860,rgb/frame_000150.jpg
151,1773244920.762068,2026-03-11T16:02:00.762068+00:00,496,1773244920695.230,rgb/frame_000151.jpg
152,1773244920.789262,2026-03-11T16:02:00.789262+00:00,497,1773244920728.601,rgb/frame_000152.jpg
153,1773244920.822078,2026-03-11T16:02:00.822078+00:00,498,1773244920761.971,rgb/frame_000153.jpg
154,1773244920.861806,2026-03-11T16:02:00.861806+00:00,499,1773244920795.342,rgb/frame_000154.jpg
155,1773244920.889288,2026-03-11T16:02:00.889288+00:00,500,1773244920828.713,rgb/frame_000155.jpg
156,1773244920.929571,2026-03-11T16:02:00.929571+00:00,501,1773244920862.083,rgb/frame_000156.jpg
157,1773244920.956494,2026-03-11T16:02:00.956494+00:00,502,1773244920895.454,rgb/frame_000157.jpg
158,1773244920.988634,2026-03-11T16:02:00.988634+00:00,503,1773244920928.824,rgb/frame_000158.jpg
159,1773244921.027580,2026-03-11T16:02:01.027580+00:00,504,1773244920962.195,rgb/frame_000159.jpg
160,1773244921.055309,2026-03-11T16:02:01.055309+00:00,505,1773244920995.565,rgb/frame_000160.jpg
161,1773244921.096723,2026-03-11T16:02:01.096723+00:00,506,1773244921028.936,rgb/frame_000161.jpg
162,1773244921.122581,2026-03-11T16:02:01.122581+00:00,507,1773244921062.306,rgb/frame_000162.jpg
163,1773244921.162719,2026-03-11T16:02:01.162719+00:00,508,1773244921095.677,rgb/frame_000163.jpg
164,1773244921.189852,2026-03-11T16:02:01.189852+00:00,509,1773244921129.048,rgb/frame_000164.jpg
165,1773244921.223579,2026-03-11T16:02:01.223579+00:00,510,1773244921162.418,rgb/frame_000165.jpg
166,1773244921.262722,2026-03-11T16:02:01.262722+00:00,511,1773244921195.789,rgb/frame_000166.jpg
167,1773244921.289718,2026-03-11T16:02:01.289718+00:00,512,1773244921229.159,rgb/frame_000167.jpg
168,1773244921.329434,2026-03-11T16:02:01.329434+00:00,513,1773244921262.532,rgb/frame_000168.jpg
169,1773244921.355912,2026-03-11T16:02:01.355912+00:00,514,1773244921295.903,rgb/frame_000169.jpg
170,1773244921.389385,2026-03-11T16:02:01.389385+00:00,515,1773244921329.275,rgb/frame_000170.jpg
171,1773244921.430127,2026-03-11T16:02:01.430127+00:00,516,1773244921362.646,rgb/frame_000171.jpg
172,1773244921.456219,2026-03-11T16:02:01.456219+00:00,517,1773244921396.017,rgb/frame_000172.jpg
173,1773244921.495553,2026-03-11T16:02:01.495553+00:00,518,1773244921429.388,rgb/frame_000173.jpg
174,1773244921.522734,2026-03-11T16:02:01.522734+00:00,519,1773244921462.760,rgb/frame_000174.jpg
175,1773244921.564139,2026-03-11T16:02:01.564139+00:00,520,1773244921496.131,rgb/frame_000175.jpg
176,1773244921.589966,2026-03-11T16:02:01.589966+00:00,521,1773244921529.502,rgb/frame_000176.jpg
177,1773244921.623887,2026-03-11T16:02:01.623887+00:00,522,1773244921562.873,rgb/frame_000177.jpg
178,1773244921.665529,2026-03-11T16:02:01.665529+00:00,523,1773244921596.244,rgb/frame_000178.jpg
179,1773244921.700156,2026-03-11T16:02:01.700156+00:00,524,1773244921629.615,rgb/frame_000179.jpg
180,1773244921.729120,2026-03-11T16:02:01.729120+00:00,525,1773244921662.986,rgb/frame_000180.jpg
181,1773244921.757010,2026-03-11T16:02:01.757010+00:00,526,1773244921696.357,rgb/frame_000181.jpg
182,1773244921.789845,2026-03-11T16:02:01.789845+00:00,527,1773244921729.728,rgb/frame_000182.jpg
183,1773244921.828674,2026-03-11T16:02:01.828674+00:00,528,1773244921763.099,rgb/frame_000183.jpg
184,1773244921.857349,2026-03-11T16:02:01.857349+00:00,529,1773244921796.470,rgb/frame_000184.jpg
185,1773244921.895301,2026-03-11T16:02:01.895301+00:00,530,1773244921829.842,rgb/frame_000185.jpg
186,1773244921.923451,2026-03-11T16:02:01.923451+00:00,531,1773244921863.213,rgb/frame_000186.jpg
187,1773244921.963152,2026-03-11T16:02:01.963152+00:00,532,1773244921896.584,rgb/frame_000187.jpg
188,1773244921.991185,2026-03-11T16:02:01.991185+00:00,533,1773244921929.955,rgb/frame_000188.jpg
189,1773244922.023464,2026-03-11T16:02:02.023464+00:00,534,1773244921963.326,rgb/frame_000189.jpg
190,1773244922.062540,2026-03-11T16:02:02.062540+00:00,535,1773244921996.697,rgb/frame_000190.jpg
