frame_idx,timestamp_unix_s,timestamp_iso_utc,realsense_frame_number,realsense_timestamp_ms,filename
182,1773245592.164505,2026-03-11T16:13:12.164505+00:00,290,1773245592108.758,rgb/frame_000182.jpg
183,1773245592.202612,2026-03-11T16:13:12.202612+00:00,291,1773245592142.113,rgb/frame_000183.jpg
184,1773245592.230399,2026-03-11T16:13:12.230399+00:00,292,1773245592175.467,rgb/frame_000184.jpg
185,1773245592.272966,2026-03-11T16:13:12.272966+00:00,293,1773245592208.821,rgb/frame_000185.jpg
186,1773245592.297752,2026-03-11T16:13:12.297752+00:00,294,1773245592242.174,rgb/frame_000186.jpg
187,1773245592.332633,2026-03-11T16:13:12.332633+00:00,295,1773245592275.527,rgb/frame_000187.jpg
188,1773245592.370945,2026-03-11T16:13:12.370945+00:00,296,1773245592308.879,rgb/frame_000188.jpg
189,1773245592.397248,2026-03-11T16:13:12.397248+00:00,297,1773245592342.231,rgb/frame_000189.jpg
190,1773245592.444944,2026-03-11T16:13:12.444944+00:00,298,1773245592375.582,rgb/frame_000190.jpg
191,1773245592.464231,2026-03-11T16:13:12.464231+00:00,299,1773245592408.933,rgb/frame_000191.jpg
192,1773245592.503924,2026-03-11T16:13:12.503924+00:00,300,1773245592442.283,rgb/frame_000192.jpg
193,1773245592.531706,2026-03-11T16:13:12.531706+00:00,301,1773245592475.633,rgb/frame_000193.jpg
194,1773245592.563697,2026-03-11T16:13:12.563697+00:00,302,1773245592508.983,rgb/frame_000194.jpg
195,1773245592.603246,2026-03-11T16:13:12.603246+00:00,303,1773245592542.332,rgb/frame_000195.jpg
196,1773245592.632309,2026-03-11T16:13:12.632309+00:00,304,1773245592575.681,rgb/frame_000196.jpg
197,1773245592.670550,2026-03-11T16:13:12.670550+00:00,305,1773245592609.031,rgb/frame_000197.jpg
198,1773245592.698082,2026-03-11T16:13:12.698082+00:00,306,1773245592642.433,rgb/frame_000198.jpg
199,1773245592.732467,2026-03-11T16:13:12.732467+00:00,307,1773245592675.836,rgb/frame_000199.jpg
200,1773245592.771914,2026-03-11T16:13:12.771914+00:00,308,1773245592709.239,rgb/frame_000200.jpg
201,1773245592.797858,2026-03-11T16:13:12.797858+00:00,309,1773245592742.599,rgb/frame_000201.jpg
202,1773245592.835515,2026-03-11T16:13:12.835515+00:00,310,1773245592775.958,rgb/frame_000202.jpg
203,1773245592.863915,2026-03-11T16:13:12.863915+00:00,311,1773245592809.317,rgb/frame_000203.jpg
204,1773245592.911827,2026-03-11T16:13:12.911827+00:00,312,1773245592842.676,rgb/frame_000204.jpg
205,1773245592.930287,2026-03-11T16:13:12.930287+00:00,313,1773245592876.034,rgb/frame_000205.jpg
206,1773245592.964863,2026-03-11T16:13:12.964863+00:00,314,1773245592909.392,rgb/frame_000206.jpg
207,1773245593.006656,2026-03-11T16:13:13.006656+00:00,315,1773245592942.750,rgb/frame_000207.jpg
208,1773245593.031222,2026-03-11T16:13:13.031222+00:00,316,1773245592976.107,rgb/frame_000208.jpg
209,1773245593.078531,2026-03-11T16:13:13.078531+00:00,317,1773245593009.463,rgb/frame_000209.jpg
210,1773245593.102277,2026-03-11T16:13:13.102277+00:00,318,1773245593042.820,rgb/frame_000210.jpg
211,1773245593.132787,2026-03-11T16:13:13.132787+00:00,319,1773245593076.176,rgb/frame_000211.jpg
212,1773245593.171531,2026-03-11T16:13:13.171531+00:00,320,1773245593109.531,rgb/frame_000212.jpg
213,1773245593.199287,2026-03-11T16:13:13.199287+00:00,321,1773245593142.886,rgb/frame_000213.jpg
214,1773245593.242015,2026-03-11T16:13:13.242015+00:00,322,1773245593176.241,rgb/frame_000214.jpg
215,1773245593.265503,2026-03-11T16:13:13.265503+00:00,323,1773245593209.595,rgb/frame_000215.jpg
216,1773245593.305523,2026-03-11T16:13:13.305523+00:00,324,1773245593242.949,rgb/frame_000216.jpg
217,1773245593.331858,2026-03-11T16:13:13.331858+00:00,325,1773245593276.304,rgb/frame_000217.jpg
218,1773245593.364536,2026-03-11T16:13:13.364536+00:00,326,1773245593309.657,rgb/frame_000218.jpg
219,1773245593.404701,2026-03-11T16:13:13.404701+00:00,327,1773245593343.010,rgb/frame_000219.jpg
220,1773245593.431644,2026-03-11T16:13:13.431644+00:00,328,1773245593376.362,rgb/frame_000220.jpg
221,1773245593.470945,2026-03-11T16:13:13.470945+00:00,329,1773245593409.714,rgb/frame_000221.jpg
222,1773245593.497953,2026-03-11T16:13:13.497953+00:00,330,1773245593443.065,rgb/frame_000222.jpg
223,1773245593.533782,2026-03-11T16:13:13.533782+00:00,331,1773245593476.416,rgb/frame_000223.jpg
224,1773245593.581385,2026-03-11T16:13:13.581385+00:00,332,1773245593509.767,rgb/frame_000224.jpg
225,1773245593.599243,2026-03-11T16:13:13.599243+00:00,333,1773245593543.117,rgb/frame_000225.jpg
226,1773245593.641966,2026-03-11T16:13:13.641966+00:00,334,1773245593576.467,rgb/frame_000226.jpg
227,1773245593.665181,2026-03-11T16:13:13.665181+00:00,335,1773245593609.817,rgb/frame_000227.jpg
228,1773245593.706486,2026-03-11T16:13:13.706486+00:00,336,1773245593643.166,rgb/frame_000228.jpg
229,1773245593.733058,2026-03-11T16:13:13.733058+00:00,337,1773245593676.515,rgb/frame_000229.jpg
230,1773245593.765405,2026-03-11T16:13:13.765405+00:00,338,1773245593709.865,rgb/frame_000230.jpg
231,1773245593.806418,2026-03-11T16:13:13.806418+00:00,339,1773245593743.262,rgb/frame_000231.jpg
232,1773245593.832293,2026-03-11T16:13:13.832293+00:00,340,1773245593776.658,rgb/frame_000232.jpg
233,1773245593.871392,2026-03-11T16:13:13.871392+00:00,341,1773245593810.032,rgb/frame_000233.jpg
234,1773245593.897312,2026-03-11T16:13:13.897312+00:00,342,1773245593843.406,rgb/frame_000234.jpg
235,1773245593.931792,2026-03-11T16:13:13.931792+00:00,343,1773245593876.779,rgb/frame_000235.jpg
236,1773245593.970470,2026-03-11T16:13:13.970470+00:00,344,1773245593910.152,rgb/frame_000236.jpg
